Time,X_pos,Y_pos,X_vel,Y_vel,X_acl,Y_acl,Angle,Ang_vel,Ang_acl
19.82,-815.7612816374386,4271.836294528641,-44.582900326150195,136.92719830577698,0.0,-9.81,394.27499999998963,21.00000000000003,0
19.830000000000002,-816.2071106407001,4273.2045855116985,-44.582900326150195,136.829098305777,0.0,-9.81,394.4849999999896,21.00000000000003,0
19.84,-816.6529396439615,4274.571895494756,-44.582900326150195,136.730998305777,0.0,-9.81,394.6949999999896,21.00000000000003,0
19.85,-817.098768647223,4275.9382244778135,-44.582900326150195,136.63289830577702,0.0,-9.81,394.90499999998957,21.00000000000003,0
19.86,-817.5445976504844,4277.303572460872,-44.582900326150195,136.53479830577703,0.0,-9.81,395.11499999998955,21.00000000000003,0
19.87,-817.9904266537459,4278.66793944393,-44.582900326150195,136.43669830577704,0.0,-9.81,395.32499999998953,21.00000000000003,0
19.88,-818.4362556570073,4280.031325426988,-44.582900326150195,136.33859830577705,0.0,-9.81,395.5349999999895,21.00000000000003,0
19.89,-818.8820846602688,4281.3937304100455,-44.582900326150195,136.24049830577707,0.0,-9.81,395.7449999999895,21.00000000000003,0
19.900000000000002,-819.3279136635302,4282.755154393103,-44.582900326150195,136.14239830577708,0.0,-9.81,395.95499999998947,21.00000000000003,0
19.91,-819.7737426667917,4284.115597376161,-44.582900326150195,136.0442983057771,0.0,-9.81,396.16499999998945,21.00000000000003,0
19.92,-820.2195716700531,4285.475059359218,-44.582900326150195,135.9461983057771,0.0,-9.81,396.3749999999894,21.00000000000003,0
19.93,-820.6654006733146,4286.833540342276,-44.582900326150195,135.8480983057771,0.0,-9.81,396.5849999999894,21.00000000000003,0
19.94,-821.111229676576,4288.191040325334,-44.582900326150195,135.74999830577713,0.0,-9.81,396.7949999999894,21.00000000000003,0
19.95,-821.5570586798375,4289.547559308392,-44.582900326150195,135.65189830577714,0.0,-9.81,397.00499999998937,21.00000000000003,0
19.96,-822.002887683099,4290.90309729145,-44.582900326150195,135.55379830577715,0.0,-9.81,397.21499999998935,21.00000000000003,0
19.97,-822.4487166863604,4292.257654274507,-44.582900326150195,135.45569830577716,0.0,-9.81,397.4249999999893,21.00000000000003,0
19.98,-822.8945456896219,4293.611230257565,-44.582900326150195,135.35759830577717,0.0,-9.81,397.6349999999893,21.00000000000003,0
19.990000000000002,-823.3403746928833,4294.963825240623,-44.582900326150195,135.25949830577719,0.0,-9.81,397.8449999999893,21.00000000000003,0
20.0,-823.7862036961448,4296.315439223681,-44.582900326150195,135.1613983057772,0.0,-9.81,398.05499999998926,21.00000000000003,0
20.01,-824.2320326994062,4297.666072206739,-44.582900326150195,135.0632983057772,0.0,-9.81,398.26499999998924,21.00000000000003,0
20.02,-824.6778617026677,4299.015724189797,-44.582900326150195,134.96519830577722,0.0,-9.81,398.4749999999892,21.00000000000003,0
20.03,-825.1236907059291,4300.3643951728545,-44.582900326150195,134.86709830577723,0.0,-9.81,398.6849999999892,21.00000000000003,0
20.04,-825.5695197091906,4301.712085155912,-44.582900326150195,134.76899830577725,0.0,-9.81,398.8949999999892,21.00000000000003,0
20.05,-826.015348712452,4303.0587941389695,-44.582900326150195,134.67089830577726,0.0,-9.81,399.10499999998916,21.00000000000003,0
20.06,-826.4611777157135,4304.404522122028,-44.582900326150195,134.57279830577727,0.0,-9.81,399.31499999998914,21.00000000000003,0
20.07,-826.9070067189749,4305.749269105086,-44.582900326150195,134.47469830577728,0.0,-9.81,399.5249999999891,21.00000000000003,0
20.080000000000002,-827.3528357222364,4307.093035088144,-44.582900326150195,134.3765983057773,0.0,-9.81,399.7349999999891,21.00000000000003,0
20.09,-827.7986647254978,4308.435820071201,-44.582900326150195,134.2784983057773,0.0,-9.81,399.9449999999891,21.00000000000003,0
20.1,-828.2444937287593,4309.777624054259,-44.582900326150195,134.18039830577732,0.0,-9.81,400.15499999998906,21.00000000000003,0
20.11,-828.6903227320207,4311.118447037316,-44.582900326150195,134.08229830577733,0.0,-9.81,400.36499999998904,21.00000000000003,0
20.12,-829.1361517352822,4312.458289020374,-44.582900326150195,133.98419830577734,0.0,-9.81,400.574999999989,21.00000000000003,0
20.13,-829.5819807385436,4313.797150003432,-44.582900326150195,133.88609830577735,0.0,-9.81,400.784999999989,21.00000000000003,0
20.14,-830.0278097418051,4315.13502998649,-44.582900326150195,133.78799830577736,0.0,-9.81,400.994999999989,21.00000000000003,0
20.150000000000002,-830.4736387450665,4316.471928969548,-44.582900326150195,133.68989830577738,0.0,-9.81,401.20499999998896,21.00000000000003,0
20.16,-830.919467748328,4317.807846952605,-44.582900326150195,133.5917983057774,0.0,-9.81,401.41499999998894,21.00000000000003,0
20.17,-831.3652967515894,4319.142783935663,-44.582900326150195,133.4936983057774,0.0,-9.81,401.6249999999889,21.00000000000003,0
20.18,-831.8111257548509,4320.47673991872,-44.582900326150195,133.3955983057774,0.0,-9.81,401.8349999999889,21.00000000000003,0
20.19,-832.2569547581123,4321.8097149017785,-44.582900326150195,133.29749830577742,0.0,-9.81,402.0449999999889,21.00000000000003,0
20.2,-832.7027837613738,4323.141708884837,-44.582900326150195,133.19939830577744,0.0,-9.81,402.25499999998885,21.00000000000003,0
20.21,-833.1486127646352,4324.4727218678945,-44.582900326150195,133.10129830577745,0.0,-9.81,402.46499999998883,21.00000000000003,0
20.22,-833.5944417678967,4325.802753850952,-44.582900326150195,133.00319830577746,0.0,-9.81,402.6749999999888,21.00000000000003,0
20.23,-834.0402707711581,4327.13180483401,-44.582900326150195,132.90509830577747,0.0,-9.81,402.8849999999888,21.00000000000003,0
20.240000000000002,-834.4860997744196,4328.459874817067,-44.582900326150195,132.80699830577748,0.0,-9.81,403.0949999999888,21.00000000000003,0
20.25,-834.931928777681,4329.786963800125,-44.582900326150195,132.7088983057775,0.0,-9.81,403.30499999998875,21.00000000000003,0
20.26,-835.3777577809425,4331.113071783183,-44.582900326150195,132.6107983057775,0.0,-9.81,403.51499999998873,21.00000000000003,0
20.27,-835.8235867842039,4332.438198766241,-44.582900326150195,132.51269830577752,0.0,-9.81,403.7249999999887,21.00000000000003,0
20.28,-836.2694157874654,4333.762344749299,-44.582900326150195,132.41459830577753,0.0,-9.81,403.9349999999887,21.00000000000003,0
20.29,-836.7152447907268,4335.0855097323565,-44.582900326150195,132.31649830577754,0.0,-9.81,404.14499999998867,21.00000000000003,0
20.3,-837.1610737939883,4336.407693715414,-44.582900326150195,132.21839830577755,0.0,-9.81,404.35499999998865,21.00000000000003,0
20.31,-837.6069027972497,4337.7288966984715,-44.582900326150195,132.12029830577757,0.0,-9.81,404.56499999998863,21.00000000000003,0
20.32,-838.0527318005112,4339.04911868153,-44.582900326150195,132.02219830577758,0.0,-9.81,404.7749999999886,21.00000000000003,0
20.330000000000002,-838.4985608037726,4340.368359664588,-44.582900326150195,131.9240983057776,0.0,-9.81,404.9849999999886,21.00000000000003,0
20.34,-838.9443898070341,4341.686619647646,-44.582900326150195,131.8259983057776,0.0,-9.81,405.19499999998857,21.00000000000003,0
20.35,-839.3902188102956,4343.003898630704,-44.582900326150195,131.72789830577761,0.0,-9.81,405.40499999998855,21.00000000000003,0
20.36,-839.836047813557,4344.320196613761,-44.582900326150195,131.62979830577763,0.0,-9.81,405.6149999999885,21.00000000000003,0
20.37,-840.2818768168185,4345.635513596819,-44.582900326150195,131.53169830577764,0.0,-9.81,405.8249999999885,21.00000000000003,0
20.38,-840.7277058200799,4346.949849579876,-44.582900326150195,131.43359830577765,0.0,-9.81,406.0349999999885,21.00000000000003,0
20.39,-841.1735348233414,4348.263204562934,-44.582900326150195,131.33549830577766,0.0,-9.81,406.24499999998847,21.00000000000003,0
20.400000000000002,-841.6193638266028,4349.575578545992,-44.582900326150195,131.23739830577767,0.0,-9.81,406.45499999998844,21.00000000000003,0
20.41,-842.0651928298643,4350.88697152905,-44.582900326150195,131.1392983057777,0.0,-9.81,406.6649999999884,21.00000000000003,0
20.42,-842.5110218331257,4352.197383512108,-44.582900326150195,131.0411983057777,0.0,-9.81,406.8749999999884,21.00000000000003,0
20.43,-842.9568508363872,4353.506814495166,-44.582900326150195,130.9430983057777,0.0,-9.81,407.0849999999884,21.00000000000003,0
20.44,-843.4026798396486,4354.815264478223,-44.582900326150195,130.84499830577772,0.0,-9.81,407.29499999998836,21.00000000000003,0
20.45,-843.8485088429101,4356.12273346128,-44.582900326150195,130.74689830577773,0.0,-9.81,407.50499999998834,21.00000000000003,0
20.46,-844.2943378461715,4357.4292214443385,-44.582900326150195,130.64879830577775,0.0,-9.81,407.7149999999883,21.00000000000003,0
20.47,-844.740166849433,4358.7347284273965,-44.582900326150195,130.55069830577776,0.0,-9.81,407.9249999999883,21.00000000000003,0
20.48,-845.1859958526944,4360.039254410454,-44.582900326150195,130.45259830577777,0.0,-9.81,408.1349999999883,21.00000000000003,0
20.490000000000002,-845.6318248559559,4361.342799393512,-44.582900326150195,130.35449830577778,0.0,-9.81,408.34499999998826,21.00000000000003,0
20.5,-846.0776538592173,4362.64536337657,-44.582900326150195,130.2563983057778,0.0,-9.81,408.55499999998824,21.00000000000003,0
20.51,-846.5234828624788,4363.946946359627,-44.582900326150195,130.1582983057778,0.0,-9.81,408.7649999999882,21.00000000000003,0
20.52,-846.9693118657402,4365.247548342685,-44.582900326150195,130.06019830577782,0.0,-9.81,408.9749999999882,21.00000000000003,0
20.53,-847.4151408690017,4366.547169325743,-44.582900326150195,129.96209830577783,0.0,-9.81,409.1849999999882,21.00000000000003,0
20.54,-847.8609698722631,4367.845809308801,-44.582900326150195,129.86399830577784,0.0,-9.81,409.39499999998816,21.00000000000003,0
20.55,-848.3067988755246,4369.143468291859,-44.582900326150195,129.76589830577785,0.0,-9.81,409.60499999998814,21.00000000000003,0
20.56,-848.752627878786,4370.4401462749165,-44.582900326150195,129.66779830577786,0.0,-9.81,409.8149999999881,21.00000000000003,0
20.57,-849.1984568820475,4371.735843257974,-44.582900326150195,129.56969830577788,0.0,-9.81,410.0249999999881,21.00000000000003,0
20.580000000000002,-849.6442858853089,4373.030559241031,-44.582900326150195,129.4715983057779,0.0,-9.81,410.2349999999881,21.00000000000003,0
20.59,-850.0901148885704,4374.3242942240895,-44.582900326150195,129.3734983057779,0.0,-9.81,410.44499999998806,21.00000000000003,0
20.6,-850.5359438918318,4375.6170482071475,-44.582900326150195,129.2753983057779,0.0,-9.81,410.65499999998804,21.00000000000003,0
20.61,-850.9817728950933,4376.908821190205,-44.582900326150195,129.17729830577792,0.0,-9.81,410.864999999988,21.00000000000003,0
20.62,-851.4276018983547,4378.199613173263,-44.582900326150195,129.07919830577794,0.0,-9.81,411.074999999988,21.00000000000003,0
20.63,-851.8734309016162,4379.489424156321,-44.582900326150195,128.98109830577795,0.0,-9.81,411.284999999988,21.00000000000003,0
20.64,-852.3192599048776,4380.778254139378,-44.582900326150195,128.88299830577796,0.0,-9.81,411.49499999998795,21.00000000000003,0
20.650000000000002,-852.7650889081391,4382.066103122436,-44.582900326150195,128.78489830577797,0.0,-9.81,411.70499999998793,21.00000000000003,0
20.66,-853.2109179114005,4383.352971105494,-44.582900326150195,128.68679830577798,0.0,-9.81,411.9149999999879,21.00000000000003,0
20.67,-853.656746914662,4384.638858088552,-44.582900326150195,128.588698305778,0.0,-9.81,412.1249999999879,21.00000000000003,0
20.68,-854.1025759179234,4385.92376407161,-44.582900326150195,128.490598305778,0.0,-9.81,412.3349999999879,21.00000000000003,0
20.69,-854.5484049211849,4387.207689054668,-44.582900326150195,128.39249830577802,0.0,-9.81,412.54499999998785,21.00000000000003,0
20.7,-854.9942339244463,4388.490633037725,-44.582900326150195,128.29439830577803,0.0,-9.81,412.75499999998783,21.00000000000003,0
20.71,-855.4400629277078,4389.772596020783,-44.582900326150195,128.19629830577804,0.0,-9.81,412.9649999999878,21.00000000000003,0
20.72,-855.8858919309693,4391.053578003841,-44.582900326150195,128.09819830577806,0.0,-9.81,413.1749999999878,21.00000000000003,0
20.73,-856.3317209342307,4392.333578986899,-44.582900326150195,128.00009830577807,0.0,-9.81,413.38499999998777,21.00000000000003,0
20.740000000000002,-856.7775499374922,4393.612598969957,-44.582900326150195,127.90199830577806,0.0,-9.81,413.59499999998775,21.00000000000003,0
20.75,-857.2233789407536,4394.890637953014,-44.582900326150195,127.80389830577806,0.0,-9.81,413.80499999998773,21.00000000000003,0
20.76,-857.669207944015,4396.167695936072,-44.582900326150195,127.70579830577806,0.0,-9.81,414.0149999999877,21.00000000000003,0
20.77,-858.1150369472765,4397.4437729191295,-44.582900326150195,127.60769830577806,0.0,-9.81,414.2249999999877,21.00000000000003,0
20.78,-858.560865950538,4398.718868902187,-44.582900326150195,127.50959830577806,0.0,-9.81,414.43499999998767,21.00000000000003,0
20.79,-859.0066949537994,4399.992983885245,-44.582900326150195,127.41149830577805,0.0,-9.81,414.64499999998765,21.00000000000003,0
20.8,-859.4525239570609,4401.266117868303,-44.582900326150195,127.31339830577805,0.0,-9.81,414.8549999999876,21.00000000000003,0
20.81,-859.8983529603223,4402.538270851361,-44.582900326150195,127.21529830577805,0.0,-9.81,415.0649999999876,21.00000000000003,0
20.82,-860.3441819635838,4403.809442834418,-44.582900326150195,127.11719830577805,0.0,-9.81,415.2749999999876,21.00000000000003,0
20.830000000000002,-860.7900109668452,4405.079633817476,-44.582900326150195,127.01909830577804,0.0,-9.81,415.48499999998756,21.00000000000003,0
20.84,-861.2358399701067,4406.348843800533,-44.582900326150195,126.92099830577804,0.0,-9.81,415.69499999998754,21.00000000000003,0
20.85,-861.6816689733681,4407.6170727835915,-44.582900326150195,126.82289830577804,0.0,-9.81,415.9049999999875,21.00000000000003,0
20.86,-862.1274979766296,4408.88432076665,-44.582900326150195,126.72479830577804,0.0,-9.81,416.1149999999875,21.00000000000003,0
20.87,-862.573326979891,4410.1505877497075,-44.582900326150195,126.62669830577804,0.0,-9.81,416.3249999999875,21.00000000000003,0
20.88,-863.0191559831525,4411.415873732765,-44.582900326150195,126.52859830577803,0.0,-9.81,416.53499999998746,21.00000000000003,0
20.89,-863.4649849864139,4412.680178715823,-44.582900326150195,126.43049830577803,0.0,-9.81,416.74499999998744,21.00000000000003,0
20.900000000000002,-863.9108139896754,4413.94350269888,-44.582900326150195,126.33239830577803,0.0,-9.81,416.9549999999874,21.00000000000003,0
20.91,-864.3566429929368,4415.205845681938,-44.582900326150195,126.23429830577803,0.0,-9.81,417.1649999999874,21.00000000000003,0
20.92,-864.8024719961983,4416.467207664996,-44.582900326150195,126.13619830577802,0.0,-9.81,417.3749999999874,21.00000000000003,0
20.93,-865.2483009994597,4417.727588648054,-44.582900326150195,126.03809830577802,0.0,-9.81,417.58499999998736,21.00000000000003,0
20.94,-865.6941300027212,4418.986988631112,-44.582900326150195,125.93999830577802,0.0,-9.81,417.79499999998734,21.00000000000003,0
20.95,-866.1399590059826,4420.245407614169,-44.582900326150195,125.84189830577802,0.0,-9.81,418.0049999999873,21.00000000000003,0
20.96,-866.5857880092441,4421.502845597227,-44.582900326150195,125.74379830577801,0.0,-9.81,418.2149999999873,21.00000000000003,0
20.97,-867.0316170125055,4422.759302580284,-44.582900326150195,125.64569830577801,0.0,-9.81,418.4249999999873,21.00000000000003,0
20.98,-867.477446015767,4424.014778563343,-44.582900326150195,125.54759830577801,0.0,-9.81,418.63499999998726,21.00000000000003,0
20.990000000000002,-867.9232750190284,4425.269273546401,-44.582900326150195,125.44949830577801,0.0,-9.81,418.84499999998724,21.00000000000003,0
21.0,-868.3691040222899,4426.522787529459,-44.582900326150195,125.351398305778,0.0,-9.81,419.0549999999872,21.00000000000003,0
21.01,-868.8149330255513,4427.775320512516,-44.582900326150195,125.253298305778,0.0,-9.81,419.2649999999872,21.00000000000003,0
21.02,-869.2607620288128,4429.026872495574,-44.582900326150195,125.155198305778,0.0,-9.81,419.4749999999872,21.00000000000003,0
21.03,-869.7065910320742,4430.2774434786315,-44.582900326150195,125.057098305778,0.0,-9.81,419.68499999998716,21.00000000000003,0
21.04,-870.1524200353357,4431.527033461689,-44.582900326150195,124.958998305778,0.0,-9.81,419.89499999998714,21.00000000000003,0
21.05,-870.5982490385971,4432.775642444747,-44.582900326150195,124.860898305778,0.0,-9.81,420.1049999999871,21.00000000000003,0
21.06,-871.0440780418586,4434.023270427805,-44.582900326150195,124.76279830577799,0.0,-9.81,420.3149999999871,21.00000000000003,0
21.07,-871.48990704512,4435.269917410863,-44.582900326150195,124.66469830577799,0.0,-9.81,420.5249999999871,21.00000000000003,0
21.080000000000002,-871.9357360483815,4436.515583393921,-44.582900326150195,124.56659830577799,0.0,-9.81,420.73499999998705,21.00000000000003,0
21.09,-872.381565051643,4437.760268376978,-44.582900326150195,124.46849830577798,0.0,-9.81,420.94499999998703,21.00000000000003,0
21.1,-872.8273940549044,4439.003972360036,-44.582900326150195,124.37039830577798,0.0,-9.81,421.154999999987,21.00000000000003,0
21.11,-873.2732230581659,4440.246695343094,-44.582900326150195,124.27229830577798,0.0,-9.81,421.364999999987,21.00000000000003,0
21.12,-873.7190520614273,4441.488437326152,-44.582900326150195,124.17419830577798,0.0,-9.81,421.57499999998697,21.00000000000003,0
21.13,-874.1648810646888,4442.72919830921,-44.582900326150195,124.07609830577798,0.0,-9.81,421.78499999998695,21.00000000000003,0
21.14,-874.6107100679502,4443.968978292268,-44.582900326150195,123.97799830577797,0.0,-9.81,421.99499999998693,21.00000000000003,0
21.150000000000002,-875.0565390712117,4445.2077772753255,-44.582900326150195,123.87989830577797,0.0,-9.81,422.2049999999869,21.00000000000003,0
21.16,-875.5023680744731,4446.445595258383,-44.582900326150195,123.78179830577797,0.0,-9.81,422.4149999999869,21.00000000000003,0
21.17,-875.9481970777346,4447.68243224144,-44.582900326150195,123.68369830577797,0.0,-9.81,422.62499999998687,21.00000000000003,0
21.18,-876.394026080996,4448.918288224499,-44.582900326150195,123.58559830577796,0.0,-9.81,422.83499999998685,21.00000000000003,0
21.19,-876.8398550842575,4450.153163207557,-44.582900326150195,123.48749830577796,0.0,-9.81,423.0449999999868,21.00000000000003,0
21.2,-877.2856840875189,4451.3870571906145,-44.582900326150195,123.38939830577796,0.0,-9.81,423.2549999999868,21.00000000000003,0
21.21,-877.7315130907804,4452.619970173672,-44.582900326150195,123.29129830577796,0.0,-9.81,423.4649999999868,21.00000000000003,0
21.22,-878.1773420940418,4453.85190215673,-44.582900326150195,123.19319830577795,0.0,-9.81,423.67499999998677,21.00000000000003,0
21.23,-878.6231710973033,4455.082853139787,-44.582900326150195,123.09509830577795,0.0,-9.81,423.88499999998675,21.00000000000003,0
21.240000000000002,-879.0690001005647,4456.312823122845,-44.582900326150195,122.99699830577795,0.0,-9.81,424.0949999999867,21.00000000000003,0
21.25,-879.5148291038262,4457.541812105903,-44.582900326150195,122.89889830577795,0.0,-9.81,424.3049999999867,21.00000000000003,0
21.26,-879.9606581070876,4458.769820088961,-44.582900326150195,122.80079830577795,0.0,-9.81,424.5149999999867,21.00000000000003,0
21.27,-880.4064871103491,4459.996847072019,-44.582900326150195,122.70269830577794,0.0,-9.81,424.72499999998666,21.00000000000003,0
21.28,-880.8523161136105,4461.222893055076,-44.582900326150195,122.60459830577794,0.0,-9.81,424.93499999998664,21.00000000000003,0
21.29,-881.298145116872,4462.447958038134,-44.582900326150195,122.50649830577794,0.0,-9.81,425.1449999999866,21.00000000000003,0
21.3,-881.7439741201334,4463.672042021191,-44.582900326150195,122.40839830577794,0.0,-9.81,425.3549999999866,21.00000000000003,0
21.31,-882.1898031233949,4464.89514500425,-44.582900326150195,122.31029830577793,0.0,-9.81,425.5649999999866,21.00000000000003,0
21.32,-882.6356321266563,4466.117266987308,-44.582900326150195,122.21219830577793,0.0,-9.81,425.77499999998656,21.00000000000003,0
21.330000000000002,-883.0814611299178,4467.338407970366,-44.582900326150195,122.11409830577793,0.0,-9.81,425.98499999998654,21.00000000000003,0
21.34,-883.5272901331792,4468.558567953423,-44.582900326150195,122.01599830577793,0.0,-9.81,426.1949999999865,21.00000000000003,0
21.35,-883.9731191364407,4469.777746936481,-44.582900326150195,121.91789830577792,0.0,-9.81,426.4049999999865,21.00000000000003,0
21.36,-884.4189481397021,4470.9959449195385,-44.582900326150195,121.81979830577792,0.0,-9.81,426.6149999999865,21.00000000000003,0
21.37,-884.8647771429636,4472.213161902596,-44.582900326150195,121.72169830577792,0.0,-9.81,426.82499999998646,21.00000000000003,0
21.38,-885.310606146225,4473.429397885654,-44.582900326150195,121.62359830577792,0.0,-9.81,427.03499999998644,21.00000000000003,0
21.39,-885.7564351494865,4474.644652868712,-44.582900326150195,121.52549830577792,0.0,-9.81,427.2449999999864,21.00000000000003,0
21.400000000000002,-886.202264152748,4475.85892685177,-44.582900326150195,121.42739830577791,0.0,-9.81,427.4549999999864,21.00000000000003,0
21.41,-886.6480931560094,4477.072219834828,-44.582900326150195,121.32929830577791,0.0,-9.81,427.6649999999864,21.00000000000003,0
21.42,-887.0939221592708,4478.284531817885,-44.582900326150195,121.23119830577791,0.0,-9.81,427.87499999998636,21.00000000000003,0
21.43,-887.5397511625323,4479.495862800943,-44.582900326150195,121.1330983057779,0.0,-9.81,428.08499999998634,21.00000000000003,0
21.44,-887.9855801657937,4480.706212784001,-44.582900326150195,121.0349983057779,0.0,-9.81,428.2949999999863,21.00000000000003,0
21.45,-888.4314091690552,4481.915581767059,-44.582900326150195,120.9368983057779,0.0,-9.81,428.5049999999863,21.00000000000003,0
21.46,-888.8772381723167,4483.123969750117,-44.582900326150195,120.8387983057779,0.0,-9.81,428.7149999999863,21.00000000000003,0
21.47,-889.3230671755781,4484.331376733175,-44.582900326150195,120.7406983057779,0.0,-9.81,428.92499999998626,21.00000000000003,0
21.48,-889.7688961788396,4485.537802716232,-44.582900326150195,120.6425983057779,0.0,-9.81,429.13499999998623,21.00000000000003,0
21.490000000000002,-890.214725182101,4486.74324769929,-44.582900326150195,120.54449830577789,0.0,-9.81,429.3449999999862,21.00000000000003,0
21.5,-890.6605541853625,4487.947711682347,-44.582900326150195,120.44639830577789,0.0,-9.81,429.5549999999862,21.00000000000003,0
21.51,-891.1063831886239,4489.1511946654055,-44.582900326150195,120.34829830577789,0.0,-9.81,429.7649999999862,21.00000000000003,0
21.52,-891.5522121918854,4490.3536966484635,-44.582900326150195,120.25019830577789,0.0,-9.81,429.97499999998615,21.00000000000003,0
21.53,-891.9980411951468,4491.555217631521,-44.582900326150195,120.15209830577788,0.0,-9.81,430.18499999998613,21.00000000000003,0
21.54,-892.4438701984083,4492.755757614579,-44.582900326150195,120.05399830577788,0.0,-9.81,430.3949999999861,21.00000000000003,0
21.55,-892.8896992016697,4493.955316597637,-44.582900326150195,119.95589830577788,0.0,-9.81,430.6049999999861,21.00000000000003,0
21.56,-893.3355282049312,4495.153894580694,-44.582900326150195,119.85779830577788,0.0,-9.81,430.81499999998607,21.00000000000003,0
21.57,-893.7813572081926,4496.351491563752,-44.582900326150195,119.75969830577787,0.0,-9.81,431.02499999998605,21.00000000000003,0
21.580000000000002,-894.2271862114541,4497.54810754681,-44.582900326150195,119.66159830577787,0.0,-9.81,431.23499999998603,21.00000000000003,0
21.59,-894.6730152147155,4498.743742529868,-44.582900326150195,119.56349830577787,0.0,-9.81,431.444999999986,21.00000000000003,0
21.6,-895.118844217977,4499.9383965129255,-44.582900326150195,119.46539830577787,0.0,-9.81,431.654999999986,21.00000000000003,0
21.61,-895.5646732212384,4501.132069495983,-44.582900326150195,119.36729830577787,0.0,-9.81,431.86499999998597,21.00000000000003,0
21.62,-896.0105022244999,4502.324761479041,-44.582900326150195,119.26919830577786,0.0,-9.81,432.07499999998595,21.00000000000003,0
21.63,-896.4563312277613,4503.516472462098,-44.582900326150195,119.17109830577786,0.0,-9.81,432.2849999999859,21.00000000000003,0
21.64,-896.9021602310228,4504.707202445156,-44.582900326150195,119.07299830577786,0.0,-9.81,432.4949999999859,21.00000000000003,0
21.650000000000002,-897.3479892342842,4505.896951428214,-44.582900326150195,118.97489830577786,0.0,-9.81,432.7049999999859,21.00000000000003,0
21.66,-897.7938182375457,4507.085719411272,-44.582900326150195,118.87679830577785,0.0,-9.81,432.91499999998587,21.00000000000003,0
21.67,-898.2396472408071,4508.27350639433,-44.582900326150195,118.77869830577785,0.0,-9.81,433.12499999998585,21.00000000000003,0
21.68,-898.6854762440686,4509.460312377388,-44.582900326150195,118.68059830577785,0.0,-9.81,433.3349999999858,21.00000000000003,0
21.69,-899.13130524733,4510.646137360445,-44.582900326150195,118.58249830577785,0.0,-9.81,433.5449999999858,21.00000000000003,0
21.7,-899.5771342505915,4511.830981343503,-44.582900326150195,118.48439830577784,0.0,-9.81,433.7549999999858,21.00000000000003,0
21.71,-900.0229632538529,4513.014844326561,-44.582900326150195,118.38629830577784,0.0,-9.81,433.96499999998576,21.00000000000003,0
21.72,-900.4687922571144,4514.197726309619,-44.582900326150195,118.28819830577784,0.0,-9.81,434.17499999998574,21.00000000000003,0
21.73,-900.9146212603758,4515.379627292677,-44.582900326150195,118.19009830577784,0.0,-9.81,434.3849999999857,21.00000000000003,0
21.740000000000002,-901.3604502636373,4516.560547275734,-44.582900326150195,118.09199830577784,0.0,-9.81,434.5949999999857,21.00000000000003,0
21.75,-901.8062792668987,4517.740486258792,-44.582900326150195,117.99389830577783,0.0,-9.81,434.8049999999857,21.00000000000003,0
21.76,-902.2521082701602,4518.919444241849,-44.582900326150195,117.89579830577783,0.0,-9.81,435.01499999998566,21.00000000000003,0
21.77,-902.6979372734216,4520.0974212249075,-44.582900326150195,117.79769830577783,0.0,-9.81,435.22499999998564,21.00000000000003,0
21.78,-903.1437662766831,4521.274417207966,-44.582900326150195,117.69959830577783,0.0,-9.81,435.4349999999856,21.00000000000003,0
21.79,-903.5895952799445,4522.4504321910235,-44.582900326150195,117.60149830577782,0.0,-9.81,435.6449999999856,21.00000000000003,0
21.8,-904.035424283206,4523.625466174081,-44.582900326150195,117.50339830577782,0.0,-9.81,435.8549999999856,21.00000000000003,0
21.81,-904.4812532864674,4524.799519157139,-44.582900326150195,117.40529830577782,0.0,-9.81,436.06499999998556,21.00000000000003,0
21.82,-904.9270822897289,4525.9725911401965,-44.582900326150195,117.30719830577782,0.0,-9.81,436.27499999998554,21.00000000000003,0
21.830000000000002,-905.3729112929904,4527.144682123254,-44.582900326150195,117.20909830577781,0.0,-9.81,436.4849999999855,21.00000000000003,0
21.84,-905.8187402962518,4528.315792106312,-44.582900326150195,117.11099830577781,0.0,-9.81,436.6949999999855,21.00000000000003,0
21.85,-906.2645692995133,4529.48592108937,-44.582900326150195,117.01289830577781,0.0,-9.81,436.9049999999855,21.00000000000003,0
21.86,-906.7103983027747,4530.655069072428,-44.582900326150195,116.91479830577781,0.0,-9.81,437.11499999998546,21.00000000000003,0
21.87,-907.1562273060362,4531.823236055486,-44.582900326150195,116.8166983057778,0.0,-9.81,437.32499999998544,21.00000000000003,0
21.88,-907.6020563092976,4532.990422038543,-44.582900326150195,116.7185983057778,0.0,-9.81,437.5349999999854,21.00000000000003,0
21.89,-908.0478853125591,4534.156627021601,-44.582900326150195,116.6204983057778,0.0,-9.81,437.7449999999854,21.00000000000003,0
21.900000000000002,-908.4937143158205,4535.321851004658,-44.582900326150195,116.5223983057778,0.0,-9.81,437.9549999999854,21.00000000000003,0
21.91,-908.939543319082,4536.486093987716,-44.582900326150195,116.4242983057778,0.0,-9.81,438.16499999998535,21.00000000000003,0
21.92,-909.3853723223434,4537.649355970774,-44.582900326150195,116.3261983057778,0.0,-9.81,438.37499999998533,21.00000000000003,0
21.93,-909.8312013256049,4538.811636953832,-44.582900326150195,116.22809830577779,0.0,-9.81,438.5849999999853,21.00000000000003,0
21.94,-910.2770303288663,4539.97293693689,-44.582900326150195,116.12999830577779,0.0,-9.81,438.7949999999853,21.00000000000003,0
